,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy_given_clusters,error_given_clusters,accuracy_given_k_kmeans,error_given_k_kmeans,accuracy_kmeans,error_kmeans,accuracy_phertilizer,error_phertilizer,accuracy_given_k_kmeans_post,error_given_k_kmeans_post,accuracy_kmeans_post,error_kmeans_post,accuracy_sbmclone,error_sbmclone,accuracy_pharming,error_pharming
57,1000,5,500,0.02,15,2,0.6091660431143698,,0.08900877699757892,,0.08900877699757892,,0.1800355959738801,,0.18129515564535986,,0.18129515564535986,,0.1182647968720509,,0.5028463046582311,
58,1000,5,500,0.02,15,3,0.9170328611031704,,0.24336710837930747,,0.24336710837930747,,0.3578647991462692,,0.468219831260896,,0.468219831260896,,0.15790981565707168,,0.6468986568174846,
59,1000,5,500,0.02,15,4,1.0,,0.3053101405942319,,0.3053101405942319,,0.4296403711139737,,0.533026111117392,,0.533026111117392,,0.13918436591609037,,0.6871015216577364,
60,1000,5,500,0.05,5,0,0.9184100891313461,,0.7294073847772539,,0.6215037934936584,,0.8101033792096272,,0.8171440842596728,,0.7779991067685571,,0.18149175130902245,,0.8781561072644924,
61,1000,5,500,0.05,5,1,0.8390111363625915,,0.5025995062424622,,0.5539414019220071,,0.5221355703114106,,0.5025995062424622,,0.5950136925003103,,0.17323196643306918,,0.4989121090128374,
62,1000,5,500,0.05,5,2,0.9223297924087179,,0.5492385181465849,,0.642644866705371,,0.42543785598845146,,0.5492385181465849,,0.642644866705371,,0.16886632878818786,,0.7234742903767397,
63,1000,5,500,0.05,5,3,0.9178808368645853,,0.7198751281892839,,0.7198751281892839,,0.6625892643698392,,0.7198751281892839,,0.7198751281892839,,0.1538396240488402,,0.6904270146549297,
64,1000,5,500,0.05,5,4,0.9232720863155646,,0.7532271947564302,,0.5729257607068702,,0.6928271122424046,,0.7532271947564302,,0.7605242219185248,,0.18713431981797798,,0.9266978918403206,
65,1000,5,500,0.05,10,0,1.0,,0.7418080850594345,,0.7416242036915206,,0.5328378070989105,,0.7418080850594345,,0.7416242036915206,,0.1801414252031889,,0.7977635258366943,
66,1000,5,500,0.05,10,1,0.9226541907206874,,0.8108391178455088,,0.05484878501837874,,0.5662929750087852,,0.8108391178455088,,0.49918545579833756,,0.1726727598317982,,0.6250013263650793,
67,1000,5,500,0.05,10,2,1.0,,0.7205468734259676,,0.3562511333033358,,0.6220441770035124,,0.7205468734259676,,0.7342062847126615,,0.17278090812016036,,0.7472280239890934,
68,1000,5,500,0.05,10,3,1.0,,0.5864087828886558,,0.5864087828886558,,0.5763775486175254,,0.7585839780267591,,0.7585839780267591,,0.1690171665143239,,0.7272686496536165,
69,1000,5,500,0.05,10,4,0.914505952661835,,0.7931552947555324,,0.7931552947555324,,0.7659961305616237,,0.7931552947555324,,0.7931552947555324,,0.18641742622822902,,0.7315092135873851,
70,1000,5,500,0.05,15,0,1.0,,0.7528245334471823,,0.7514276369542163,,0.6295574684340716,,0.7528245334471823,,0.7514276369542163,,0.18647819174932262,,0.7055469523875507,
71,1000,5,500,0.05,15,1,1.0,,0.8101506563478584,,0.8121267842731176,,0.6804474437980105,,0.8101506563478584,,0.8121267842731176,,0.1861221017362587,,0.7484278672736113,
72,1000,5,500,0.05,15,2,1.0,,0.4798056880105185,,0.42238298853526046,,0.46189816025725167,,0.5931737231070118,,0.6785705275172591,,0.17690042931695396,,0.5872910940125247,
73,1000,5,500,0.05,15,3,0.9170328611031704,,0.7984254351516902,,0.43324751071674705,,0.6370235159034595,,0.7984254351516902,,0.6267346156390904,,0.1748748987365936,,0.7428860775202044,
74,1000,5,500,0.05,15,4,1.0,,0.7992164603185898,,0.7992164603185898,,0.463375072904038,,0.7992164603185898,,0.7992164603185898,,0.18238079815706573,,0.8719665436137393,
75,1000,5,500,0.1,5,0,1.0,,0.8864572002400217,,0.5645462466469571,,0.9204099274728949,,0.8864572002400217,,0.8207344773637069,,0.1894267152920675,,0.9278188164957379,
76,1000,5,500,0.1,5,1,0.8324516088496308,,0.6755767783776494,,0.48317194010546366,,0.6607701820711764,,0.6755767783776494,,0.6836807157185613,,0.1945312751418672,,0.541952380441562,
77,1000,5,500,0.1,5,2,0.8434422808366415,,0.7901912726930379,,0.3356059060739671,,0.6953990993394109,,0.7901912726930379,,0.7279226749933313,,0.194770206022187,,0.8081254020806201,
78,1000,5,500,0.1,5,3,0.9219813335180882,,0.7768666950040665,,0.6809489658409498,,0.8690116177097513,,0.7768666950040665,,0.8079557562059841,,0.18669197059152137,,0.7487539970401773,
79,1000,5,500,0.1,5,4,1.0,,0.9090301286703086,,0.5662368447226018,,0.7144145985975071,,0.9090301286703086,,0.8523919858252692,,0.1944516071202728,,0.979020931794545,
80,1000,5,500,0.1,10,0,0.9174290933014061,,0.8219493740542028,,0.33993399339933994,,0.698288813611035,,0.8219493740542028,,,[Errno 2] No such file or directory: '../data/simulation/scope_post_kmeans/n1000_m5_size500_cov0.1_p10_s0/kmeans_cleaned_clones.csv',0.1834380095046236,,0.8982301758859336,
81,1000,5,500,0.1,10,1,0.9226541907206874,,0.7751265040199785,,0.5064982526310402,,0.7714607430265966,,0.7751265040199785,,0.7792020338013997,,0.18890403545795173,,0.6811365294674628,
82,1000,5,500,0.1,10,2,1.0,,0.6386857710828,,0.540728067642259,,0.7916709760176225,,0.7047806932122685,,0.887870464268205,,0.18515792372113016,,0.7805118837348305,
83,1000,5,500,0.1,10,3,1.0,,0.9382007406645605,,0.5761308526613207,,0.6447398815410872,,0.9382007406645605,,0.8480660478763162,,0.19552544796941995,,0.7467153394584415,
84,1000,5,500,0.1,10,4,1.0,,0.8743268346137393,,0.6518023607090084,,0.8269368549972227,,0.8743268346137393,,0.8719649536089931,,0.19228635201032837,,0.7965886271327635,
85,1000,5,500,0.1,15,0,1.0,,0.3937531637708216,,0.22207751839278259,,0.7732461864663325,,0.7760147004942817,,0.8898396065720298,,0.1975416369404846,,0.9457716417528492,
86,1000,5,500,0.1,15,1,1.0,,0.8698991900122525,,0.6708008685974797,,0.807766320064065,,0.8698991900122525,,0.8762360942324653,,0.19730476374161035,,0.7846345130804564,
87,1000,5,500,0.1,15,2,1.0,,0.7638389488169752,,0.5276060414153695,,0.7112526518936668,,0.8542522753670815,,0.7914291818642569,,0.19526144964970893,,0.6238508993045276,
88,1000,5,500,0.1,15,3,0.9170328611031704,,0.7981522336831768,,0.5358541313095531,,0.7859186328150103,,0.7981522336831768,,0.7596020185884633,,0.194332984787775,,0.8077142850811421,
89,1000,5,500,0.1,15,4,1.0,,0.3904148397707239,,0.3904148397707239,,0.814280745553103,,0.6360394336860881,,0.6360394336860881,,0.19591684184695107,,0.9397894112412872,
90,1000,5,1000,0.02,5,0,1.0,,0.5848356440504369,,0.5848356440504369,,0.4664361851092769,,0.5848356440504369,,0.5848356440504369,,0.14211353833183815,,0.7455260421296582,
91,1000,5,1000,0.02,5,1,0.9205130295372408,,0.4879662431533305,,0.4879662431533305,,0.2467609964014953,,0.4879662431533305,,0.4879662431533305,,0.14341396002437823,,0.45045437429883506,
92,1000,5,1000,0.02,5,2,1.0,,0.28729355196704875,,0.28729355196704875,,0.34543351424855245,,0.5435536628824598,,0.5435536628824598,,0.12921945113356623,,0.7093370236777822,
93,1000,5,1000,0.02,5,3,0.92139053421029,,0.24290951618401768,,0.24290951618401768,,0.19514196360002736,,0.577356990150689,,0.577356990150689,,0.1179302978478717,,0.5630961156959696,
94,1000,5,1000,0.02,5,4,0.9205665995101064,,0.47946096185274467,,0.47946096185274467,,0.4316256157635468,,0.47946096185274467,,0.47946096185274467,,0.15136211360716129,,0.541949248273533,
95,1000,5,1000,0.02,10,0,0.91932939553288,,0.3091186540709132,,0.3091186540709132,,0.3029088681761431,,0.4750982699009271,,0.4750982699009271,,0.1519184560684244,,0.4829353877204012,
96,1000,5,1000,0.02,10,1,1.0,,0.21486172603524287,,0.21486172603524287,,0.36777146780835346,,0.4022928011746835,,0.4022928011746835,,0.13310754144133632,,0.6451189394537549,
97,1000,5,1000,0.02,10,2,1.0,,0.17847315063909555,,0.17847315063909555,,0.3511562896068223,,0.39840737859534175,,0.39840737859534175,,0.1321027510705374,,0.5850610781776514,
98,1000,5,1000,0.02,10,3,1.0,,0.27823163672350315,,0.27823163672350315,,0.41555337878299947,,0.4220660858862449,,0.4220660858862449,,0.10823597292487709,,0.6357060127511697,
99,1000,5,1000,0.02,10,4,1.0,,0.5113089255392491,,0.5113089255392491,,0.4501047378941506,,0.5113089255392491,,0.5113089255392491,,0.15822721517236057,,0.5710638914794602,
100,1000,5,1000,0.02,15,0,1.0,,0.5377353786024528,,0.5852592448267302,,0.5125960246375313,,0.5377353786024528,,0.5852592448267302,,0.141941218263739,,0.6295446661862049,
101,1000,5,1000,0.02,15,1,1.0,,0.4756370393049591,,0.3527695915051257,,0.4524304305730433,,0.49495174174580764,,0.44040671321008873,,0.11400779623548349,,0.6554008249121,
102,1000,5,1000,0.02,15,2,1.0,,0.16451608443170804,,0.14755928530047105,,0.49891800225742206,,0.45531985087236343,,0.46642458347462534,,0.15927236940522613,,0.5495483997086754,
103,1000,5,1000,0.02,15,3,0.9178754054640195,,0.2065481580516159,,0.2065481580516159,,0.3678496007717505,,0.45061345603327524,,0.45061345603327524,,0.1499136283319083,,0.6064482269091284,
104,1000,5,1000,0.02,15,4,1.0,,0.6126642837214128,,0.6126642837214128,,0.4272745462350402,,0.6126642837214128,,0.6126642837214128,,0.14660020922699946,,0.7540676862331561,
105,1000,5,1000,0.05,5,0,1.0,,0.5906038734008815,,0.6461083786616205,,0.7942625246347593,,0.765951855238697,,0.7752072695619818,,0.17178708964869227,,0.9260603542419988,
106,1000,5,1000,0.05,5,1,0.8346902063996708,,0.7483872720849977,,0.5167379768406914,,0.5161392353468656,,0.7483872720849977,,0.6635326679787428,,0.16657264748240536,,0.5070171229819066,
107,1000,5,1000,0.05,5,2,1.0,,0.7256805222852266,,0.40852791381694303,,0.6344359144447959,,0.7884688830292795,,0.7085130851316401,,0.17415186624525858,,0.8400894295925345,
108,1000,5,1000,0.05,5,3,1.0,,0.6673660771467194,,0.6579076223726853,,0.47950015003634877,,0.6673660771467194,,0.6579076223726853,,0.15688917359539314,,0.6930724357900578,
109,1000,5,1000,0.05,5,4,0.9223701219299165,,0.7304938918585286,,0.44144173100886236,,0.6635661298023734,,0.7304938918585286,,0.7282233790230855,,0.18574627242272143,,0.7128756594347203,
110,1000,5,1000,0.05,10,0,1.0,,0.7623872896707685,,0.7570625323799746,,0.4962454268371822,,0.7623872896707685,,0.7570625323799746,,0.1892596587398923,,0.6018537311413301,
111,1000,5,1000,0.05,10,1,1.0,,0.41383686339394127,,0.41383686339394127,,0.6474184185375614,,0.535789703999714,,0.535789703999714,,0.17398121622009133,,0.7607210884834743,
112,1000,5,1000,0.05,10,2,1.0,,0.6569593908184239,,0.4791578444654826,,0.6321238498869682,,0.6569593908184239,,0.7212640325745868,,0.17900773672913406,,0.6227007047666612,
113,1000,5,1000,0.05,10,3,1.0,,0.7107937794041401,,0.5564531073481603,,0.5645780616707575,,0.7107937794041401,,0.6556444542209763,,0.18019634339032672,,0.8541433776951469,
114,1000,5,1000,0.05,10,4,1.0,,0.7751847381591619,,0.6150007268322701,,0.6872283683609328,,0.7751847381591619,,0.7202415967082487,,0.1822166552542958,,0.6581800977345826,
115,1000,5,1000,0.05,15,0,1.0,,0.8245189628903291,,0.8245189628903291,,0.7924001897031165,,0.8245189628903291,,0.8245189628903291,,0.1897529846474452,,0.7740513842885203,
116,1000,5,1000,0.05,15,1,1.0,,0.7702841211890195,,0.7702841211890195,,0.8249422924781848,,0.7702841211890195,,0.7702841211890195,,0.17576644190650337,,0.7517391668762048,
117,1000,5,1000,0.05,15,2,1.0,,0.7665303257070148,,0.4950574637224862,,0.824506895223122,,0.7665303257070148,,0.666115484647636,,0.1928496640520286,,0.638306740066316,
118,1000,5,1000,0.05,15,3,0.9178754054640195,,0.8148538939832543,,0.4187364221617479,,0.6148721744576667,,0.8148538939832543,,0.6245477230366775,,0.17325299771589364,,0.7260643909461305,
119,1000,5,1000,0.05,15,4,1.0,,0.3200761246937675,,0.5591720621617592,,0.6691840163462087,,0.5251284487065855,,0.7772871810730948,,0.16392744692915892,,0.9131278022500698,
120,1000,5,1000,0.1,5,0,1.0,,0.8927366036721711,,0.5054263945954204,,0.9123555992681442,,0.8927366036721711,,0.8298476753296995,,0.19506049398031597,,0.9451485423263071,
121,1000,5,1000,0.1,5,1,1.0,,0.6807127135520386,,0.572477145419185,,0.5807129464649641,,0.6807127135520386,,0.6748725772203396,,0.19142593174874906,,0.5460791826309068,
122,1000,5,1000,0.1,5,2,0.8424228178761379,,0.8057435915233556,,0.4463238663746152,,0.7867119204488359,,0.8057435915233556,,0.7695951216780392,,0.16944304877769828,,0.8765812466034029,
123,1000,5,1000,0.1,5,3,1.0,,0.7001343141414815,,0.7001343141414815,,0.6493522913939135,,0.7001343141414815,,0.7001343141414815,,0.18624438796910311,,0.7472339477794974,
124,1000,5,1000,0.1,5,4,1.0,,0.864713070685191,,0.5529082672442908,,0.8074140066069633,,0.864713070685191,,0.8136910875869057,,0.19337052176377195,,0.7241922773837668,
125,1000,5,1000,0.1,10,0,1.0,,0.5830971402945859,,0.49218129967521757,,0.5874400432263133,,0.7354242422519413,,0.8345913677078772,,0.1846354254865659,,0.6405984540346715,
126,1000,5,1000,0.1,10,1,1.0,,0.5761965536489471,,0.5761965536489471,,0.7977973113166598,,0.6721017776201268,,0.6721017776201268,,0.18988846713309898,,0.9026362421127019,
127,1000,5,1000,0.1,10,2,1.0,,0.8393186124822584,,0.515070512244512,,0.8313035444522275,,0.8393186124822584,,0.8740867315252557,,0.1899175623734795,,0.8447994230673442,
128,1000,5,1000,0.1,10,3,1.0,,0.9244090514781628,,0.4955339207097122,,0.6515195796262093,,0.9244090514781628,,0.8046512063517145,,0.1940504947728241,,0.9467823136456023,
129,1000,5,1000,0.1,10,4,1.0,,0.8655299503610583,,0.2569481072936936,,0.7779009473761744,,0.8655299503610583,,0.8010695541458863,,0.18970369016445895,,0.6822418702933714,
130,1000,5,1000,0.1,15,0,1.0,,0.9617771308793653,,0.8438403933661709,,0.6703673538496359,,0.9617771308793653,,0.8885476913367889,,0.19704056541518053,,0.5683573222646481,
131,1000,5,1000,0.1,15,1,1.0,,0.8809526729916533,,0.6184161964441254,,0.9080257132042704,,0.8809526729916533,,0.861073672050815,,0.19233300986614246,,0.775826700840653,
132,1000,5,1000,0.1,15,2,1.0,,0.8939173081516943,,0.4154847355481154,,0.9081433986469374,,0.8939173081516943,,0.8606243690810703,,0.18307240365896416,,0.6370266604531484,
133,1000,5,1000,0.1,15,3,0.9178754054640195,,0.8040729405223086,,0.4957958482358508,,0.7873366182599386,,0.8040729405223086,,0.7753855397318011,,0.17934066569356097,,0.780703156621816,
134,1000,5,1000,0.1,15,4,1.0,,0.9788488536330051,,0.11467887042410474,,0.7687057667636845,,0.9788488536330051,,0.8694271280577418,,0.19236503946064615,,0.9586155209737489,
135,1000,10,100,0.02,5,0,0.9376052039580285,,0.525119165604795,,0.196056916324508,,0.2692611732502714,,0.5670395016282033,,0.5085205373857504,,0.06405839507920777,,0.4858633410417355,
136,1000,10,100,0.02,5,1,0.9022772718772029,,0.2972599164390628,,0.3187666849571817,,0.3054557112646966,,0.39687334948652975,,0.3187666849571817,,0.04588864159016505,,0.5665476755632554,
137,1000,10,100,0.02,5,2,0.46975004631963563,,0.09606692433310497,,0.10978615409142418,,0.1365502858891,,0.2945217874639676,,0.29715877509339333,,0.051871528720328505,,0.36231865324043555,
138,1000,10,100,0.02,5,3,0.9635381665505527,,0.20758707004445212,,0.2041961318643378,,0.12945779926056997,,0.454007575150383,,0.479657453590387,,0.0664480025319005,,0.29159602212124763,
139,1000,10,100,0.02,5,4,0.5694320704120938,,0.18717676277715084,,0.2775060990230564,,0.24479465705781808,,0.3957600515639677,,0.2775060990230564,,0.06353103187330751,,0.36836779363853744,
140,1000,10,100,0.02,10,0,0.6685258491176218,,0.16630301740194775,,0.12218615294555904,,0.14711830131445905,,0.410605731876553,,0.3432207726284678,,0.06613436055722256,,0.4597741144492249,
141,1000,10,100,0.02,10,1,0.9432652652652652,,0.19405405405405404,,0.10574374374374375,,0.26692892892892894,,0.5544724724724724,,0.4266846846846847,,0.05184384384384384,,0.3081941941941942,
142,1000,10,100,0.02,10,2,0.9609086474810118,,0.1448331126750749,,0.17788539706872925,,0.24107688972506755,,0.42133920206876796,,0.3448153051665002,,0.06169140361879544,,0.4104262962704883,
143,1000,10,100,0.02,10,3,0.936410121194429,,0.16692625690958915,,0.11409414933187687,,0.17266674827907677,,0.5321556034766887,,0.40274971043289104,,0.06989349580480822,,0.5237237859369261,
