,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy_scope,error_scope,accuracy_kmeans,error_kmeans,accuracy_phertilizer,error_phertilizer,accuracy_pharming,error_pharming,accuracy_sbmclone,error_sbmclone,accuracy_scope_all
127,1000,5,1000,0.1,10,2,4018.3728,,270.3451,,79.3953,,7286.2605,,128.4371,,4288.7179
128,1000,5,1000,0.1,10,3,8948.6166,,561.1218,,87.5978,,3113.1928,,60.3617,,9509.7384
129,1000,5,1000,0.1,10,4,13134.9572,,129.5429,,73.3222,,13949.1012,,108.9875,,13264.500100000001
130,1000,5,1000,0.1,15,0,264.4125,,449.6189,,78.1418,,2758.6599,,112.8325,,714.0314000000001
131,1000,5,1000,0.1,15,1,14490.4316,,302.4427,,73.9685,,3941.4351,,36.2545,,14792.8743
132,1000,5,1000,0.1,15,2,3035.6491,,354.2329,,54.8894,,10054.7399,,79.7992,,3389.882
133,1000,5,1000,0.1,15,3,428.4506,,547.9282,,59.0673,,3512.7954,,103.9222,,976.3788
134,1000,5,1000,0.1,15,4,1154.1626,,144.971,,92.7637,,16109.452,,34.7724,,1299.1336000000001
135,1000,10,100,0.02,5,0,37.1321,,75.9134,,86.5754,,606.2729,,4.058,,113.0455
136,1000,10,100,0.02,5,1,70.2588,,41.4062,,30.2132,,552.0649,,4.2892,,111.66499999999999
137,1000,10,100,0.02,5,2,102.0765,,45.3729,,34.2182,,1468.2125,,3.0541,,147.4494
138,1000,10,100,0.02,5,3,122.6855,,111.9543,,41.1533,,1491.9395,,2.9568,,234.6398
139,1000,10,100,0.02,5,4,13.9183,,14.992,,27.9313,,836.9772,,2.3137,,28.9103
140,1000,10,100,0.02,10,0,39.1149,,37.1206,,28.5642,,1706.0634,,3.0271,,76.2355
141,1000,10,100,0.02,10,1,106.3395,,50.5695,,26.5007,,1740.8282,,6.3549,,156.909
142,1000,10,100,0.02,10,2,53.6784,,36.4113,,81.8729,,119.6214,,10.0368,,90.0897
143,1000,10,100,0.02,10,3,142.665,,127.7907,,48.9533,,1137.2598,,13.2648,,270.4557
144,1000,10,100,0.02,10,4,15.8314,,24.1171,,27.745,,3636.3657,,5.5679,,39.9485
145,1000,10,100,0.02,15,0,114.2238,,39.3279,,44.6506,,1070.9367,,6.0046,,153.55169999999998
146,1000,10,100,0.02,15,1,282.7664,,76.1867,,26.3383,,2107.8613,,4.8413,,358.95309999999995
147,1000,10,100,0.02,15,2,152.5527,,52.7513,,24.3806,,359.3931,,2.6125,,205.30399999999997
148,1000,10,100,0.02,15,3,161.3514,,98.7626,,40.3636,,2338.6473,,5.1604,,260.11400000000003
149,1000,10,100,0.02,15,4,19.6056,,24.41,,25.8328,,2030.7332,,4.9129,,44.0156
150,1000,10,100,0.05,5,0,2790.8307,,82.3831,,32.9125,,762.9823,,5.698,,2873.2138
151,1000,10,100,0.05,5,1,100.3207,,47.1527,,27.8336,,402.8092,,6.1342,,147.4734
152,1000,10,100,0.05,5,2,8767.3674,,85.3936,,24.0569,,1445.9155,,5.4751,,8852.760999999999
153,1000,10,100,0.05,5,3,141.7958,,118.675,,73.1741,,1532.2095,,6.2108,,260.4708
154,1000,10,100,0.05,5,4,9873.7834,,23.9669,,47.4739,,956.5727,,4.7744,,9897.7503
155,1000,10,100,0.05,10,0,87.5063,,60.1061,,55.3343,,1316.2962,,7.3424,,147.61239999999998
156,1000,10,100,0.05,10,1,100.1252,,53.8623,,33.7556,,1725.2992,,12.8426,,153.9875
157,1000,10,100,0.05,10,2,72.4818,,49.6534,,33.0865,,131.979,,15.6978,,122.1352
158,1000,10,100,0.05,10,3,122.2458,,127.0426,,43.7652,,2155.2652,,8.0148,,249.2884
159,1000,10,100,0.05,10,4,21.1434,,25.2488,,25.2409,,3665.5939,,9.7073,,46.3922
160,1000,10,100,0.05,15,0,122.9236,,57.3208,,25.3448,,785.6732,,11.3488,,180.24439999999998
161,1000,10,100,0.05,15,1,41.6362,,62.7436,,38.8054,,1780.9718,,16.4574,,104.3798
162,1000,10,100,0.05,15,2,183.8671,,21.4063,,75.138,,1001.2312,,4.9199,,205.27339999999998
163,1000,10,100,0.05,15,3,158.9318,,145.5621,,66.0967,,2497.4039,,10.3399,,304.4939
164,1000,10,100,0.05,15,4,19.0018,,19.0987,,32.9373,,1728.9963,,11.3483,,38.1005
165,1000,10,100,0.1,5,0,14220.2778,,96.7364,,52.3851,,818.6586,,9.4097,,14317.0142
166,1000,10,100,0.1,5,1,3027.6835,,78.976,,38.0726,,1669.5612,,46.0793,,3106.6595
167,1000,10,100,0.1,5,2,8095.4087,,69.2326,,42.2231,,580.3124,,6.3054,,8164.6413
168,1000,10,100,0.1,5,3,144.088,,119.2772,,45.2919,,1603.34,,13.6848,,263.36519999999996
169,1000,10,100,0.1,5,4,5361.0097,,21.0076,,38.43,,2847.1512,,8.048,,5382.0172999999995
170,1000,10,100,0.1,10,0,22.867,,60.3568,,80.731,,1573.7081,,25.4383,,83.2238
171,1000,10,100,0.1,10,1,30.9739,,49.9394,,44.1654,,1988.1156,,16.3197,,80.91329999999999
172,1000,10,100,0.1,10,2,77.2148,,65.3049,,48.6113,,136.8391,,7.7103,,142.5197
173,1000,10,100,0.1,10,3,908.0772,,147.7976,,29.7697,,2787.5615,,19.8125,,1055.8748
174,1000,10,100,0.1,10,4,3656.1674,,25.5861,,31.6399,,4445.8723,,17.7477,,3681.7535
175,1000,10,100,0.1,15,0,1487.5881,,63.9694,,33.6288,,2769.515,,20.4205,,1551.5575
176,1000,10,100,0.1,15,1,55.2606,,65.8235,,38.1141,,1907.8414,,16.9178,,121.08409999999999
177,1000,10,100,0.1,15,2,140.1111,,21.6083,,32.7984,,1252.3959,,8.2484,,161.7194
178,1000,10,100,0.1,15,3,55.5096,,117.8505,,34.4903,,3532.8831,,10.9366,,173.3601
179,1000,10,100,0.1,15,4,18.8318,,27.9546,,54.3605,,1709.9267,,10.2557,,46.7864
180,1000,10,500,0.02,5,0,130.0083,,350.8293,,32.4934,,10888.7443,,16.2906,,480.83759999999995
181,1000,10,500,0.02,5,1,42.3363,,332.7453,,36.6522,,4273.8089,,11.5337,,375.0816
182,1000,10,500,0.02,5,2,111.0081,,90.8994,,35.6966,,1558.6363,,12.6013,,201.9075
183,1000,10,500,0.02,5,3,19.8638,,398.4002,,42.1305,,6848.8168,,12.0873,,418.264
184,1000,10,500,0.02,5,4,20.2861,,145.541,,38.0336,,4270.2262,,25.2778,,165.8271
185,1000,10,500,0.02,10,0,58.2386,,84.2825,,33.2599,,8880.2816,,17.4013,,142.5211
186,1000,10,500,0.02,10,1,32.8484,,230.1269,,39.7833,,1742.3555,,18.4136,,262.9753
187,1000,10,500,0.02,10,2,27.2042,,51.3193,,37.7276,,4560.1161,,26.671,,78.5235
188,1000,10,500,0.02,10,3,26.6077,,70.5853,,87.2963,,4222.5944,,43.0073,,97.19300000000001
189,1000,10,500,0.02,10,4,24.9591,,153.5747,,41.6832,,5340.5386,,25.0482,,178.5338
190,1000,10,500,0.02,15,0,56.5472,,64.1715,,37.8981,,2858.1038,,17.522,,120.71869999999998
191,1000,10,500,0.02,15,1,7217.0912,,246.5636,,34.7471,,4220.7727,,16.9877,,7463.6548
192,1000,10,500,0.02,15,2,50.6482,,52.6323,,33.2244,,3894.5586,,20.6088,,103.2805
193,1000,10,500,0.02,15,3,154.2172,,61.0559,,31.5802,,3906.901,,22.2797,,215.2731
194,1000,10,500,0.02,15,4,24.0473,,160.9661,,82.8224,,5928.4433,,9.866,,185.01340000000002
195,1000,10,500,0.05,5,0,406.3073,,325.8771,,41.82,,9494.7903,,36.6178,,732.1844
196,1000,10,500,0.05,5,1,180.3902,,321.0289,,69.0126,,4030.4714,,66.5845,,501.4191
197,1000,10,500,0.05,5,2,28.6874,,52.1232,,91.2981,,5061.4779,,28.9741,,80.8106
198,1000,10,500,0.05,5,3,20063.6256,,378.951,,95.7928,,3410.6806,,36.5925,,20442.5766
199,1000,10,500,0.05,5,4,6749.2164,,160.3066,,62.4478,,4032.6592,,19.7188,,6909.523
200,1000,10,500,0.05,10,0,55.6869,,73.9723,,66.3453,,3573.7107,,39.0563,,129.6592
201,1000,10,500,0.05,10,1,19.4046,,167.7575,,72.408,,1852.6852,,33.557,,187.16209999999998
202,1000,10,500,0.05,10,2,469.5962,,46.2857,,78.7798,,4528.2795,,65.0592,,515.8819
203,1000,10,500,0.05,10,3,59.6521,,61.7193,,69.4071,,4296.0145,,164.6174,,121.3714
204,1000,10,500,0.05,10,4,24.1444,,137.0618,,87.3633,,4310.8458,,40.6568,,161.2062
205,1000,10,500,0.05,15,0,54.1749,,94.2884,,64.2143,,1257.4845,,33.257,,148.4633
206,1000,10,500,0.05,15,1,1623.9544,,290.0285,,58.0226,,11037.9889,,40.1029,,1913.9829
207,1000,10,500,0.05,15,2,35.5716,,40.3837,,69.9808,,5431.8737,,28.0719,,75.9553
208,1000,10,500,0.05,15,3,147.0887,,51.5761,,77.2737,,4387.1233,,33.6487,,198.66479999999999
209,1000,10,500,0.05,15,4,33.5024,,152.6143,,87.9848,,15422.3784,,31.7221,,186.11669999999998
210,1000,10,500,0.1,5,0,3129.5043,,300.2751,,109.3226,,4042.4499,,638.195,,3429.7794
211,1000,10,500,0.1,5,1,779.201,,333.8777,,86.8699,,4568.3739,,100.4594,,1113.0787
212,1000,10,500,0.1,5,2,287.0616,,37.4169,,64.5605,,5544.4004,,41.5743,,324.4785
213,1000,10,500,0.1,5,3,3471.8775,,58.1523,,83.3425,,2806.4318,,53.4442,,3530.0298000000003
214,1000,10,500,0.1,5,4,251.2095,,157.4392,,66.5248,,6457.0009,,38.0959,,408.64869999999996
215,1000,10,500,0.1,10,0,52.244,,72.5587,,80.5968,,3897.7806,,50.6046,,124.8027
216,1000,10,500,0.1,10,1,20.2592,,193.1482,,150.6376,,2115.9296,,43.527,,213.4074
217,1000,10,500,0.1,10,2,26.5208,,50.2327,,85.7055,,4859.2574,,42.1044,,76.7535
218,1000,10,500,0.1,10,3,97.1673,,61.8066,,98.899,,6441.5449,,129.6816,,158.97390000000001
219,1000,10,500,0.1,10,4,17447.1393,,162.156,,84.1989,,15030.4883,,61.7613,,17609.295299999998
220,1000,10,500,0.1,15,0,51.4276,,76.1113,,117.53,,1303.2913,,43.1179,,127.5389
221,1000,10,500,0.1,15,1,26.2383,,315.299,,115.0757,,13059.4761,,44.2536,,341.53729999999996
222,1000,10,500,0.1,15,2,119.9838,,55.6238,,342.7875,,4493.258,,979.9012,,175.6076
223,1000,10,500,0.1,15,3,177.0323,,56.8925,,105.5918,,4784.9629,,67.1049,,233.9248
224,1000,10,500,0.1,15,4,37.2713,,356.7983,,109.1299,,14898.8417,,36.7076,,394.0696
225,1000,10,1000,0.02,5,0,51.7175,,387.8408,,64.9919,,5907.1612,,45.9929,,439.55830000000003
226,1000,10,1000,0.02,5,1,38.1665,,1181.7394,,65.115,,10930.1613,,75.3728,,1219.9059
227,1000,10,1000,0.02,5,2,24.835,,194.7792,,44.6561,,11855.9794,,45.6099,,219.6142
228,1000,10,1000,0.02,5,3,173.2713,,404.744,,78.7134,,7363.5771,,34.6436,,578.0153
229,1000,10,1000,0.02,5,4,21.3514,,615.6768,,67.1087,,8099.1416,,25.1447,,637.0282
230,1000,10,1000,0.02,10,0,60.1114,,594.0439,,52.807,,5695.5925,,47.8202,,654.1553
231,1000,10,1000,0.02,10,1,54.4863,,1418.9027,,77.1668,,15668.3951,,24.0552,,1473.3890000000001
232,1000,10,1000,0.02,10,2,134.0788,,194.5229,,91.1948,,12456.2999,,30.018,,328.6017
233,1000,10,1000,0.02,10,3,163.8837,,195.3622,,78.4002,,12472.1138,,66.4503,,359.2459
234,1000,10,1000,0.02,10,4,33.1096,,653.331,,64.6972,,11074.7911,,44.2032,,686.4406
235,1000,10,1000,0.02,15,0,56.8933,,627.1672,,46.1317,,10060.9456,,33.1904,,684.0604999999999
236,1000,10,1000,0.02,15,1,6412.8038,,1377.2027,,73.1767,,5113.2963,,57.192,,7790.0064999999995
237,1000,10,1000,0.02,15,2,146.416,,180.2373,,62.3753,,8448.0724,,68.0393,,326.6533
238,1000,10,1000,0.02,15,3,151.7572,,120.1949,,80.9622,,19911.2209,,50.9235,,271.95210000000003
239,1000,10,1000,0.02,15,4,138.7332,,1394.6968,,95.9714,,6467.3377,,29.2842,,1533.4299999999998
240,1000,10,1000,0.05,5,0,54.4634,,459.0367,,145.3091,,6771.0491,,118.9898,,513.5001
241,1000,10,1000,0.05,5,1,2403.3491,,1052.2463,,95.5659,,9596.2541,,163.9771,,3455.5954
242,1000,10,1000,0.05,5,2,5246.3296,,179.7681,,174.3638,,13346.7279,,74.1481,,5426.0977
243,1000,10,1000,0.05,5,3,154.3519,,400.2209,,177.3613,,7959.7407,,53.6464,,554.5727999999999
244,1000,10,1000,0.05,5,4,14379.0415,,667.9529,,127.8019,,11087.9864,,49.6591,,15046.9944
245,1000,10,1000,0.05,10,0,66.5445,,591.9345,,110.6073,,7449.1971,,94.1542,,658.4789999999999
246,1000,10,1000,0.05,10,1,132.9459,,1324.2767,,128.867,,16413.0227,,91.8457,,1457.2225999999998
247,1000,10,1000,0.05,10,2,49.1461,,184.8846,,203.6109,,13359.5265,,51.0528,,234.0307
248,1000,10,1000,0.05,10,3,153.0905,,184.6523,,148.7495,,13461.2823,,130.4959,,337.7428
249,1000,10,1000,0.05,10,4,3435.7091,,683.9343,,76.1938,,5724.2466,,45.3709,,4119.6434
250,1000,10,1000,0.05,15,0,66.4872,,785.5353,,66.8805,,9875.0953,,65.3876,,852.0225
251,1000,10,1000,0.05,15,1,8206.0508,,1054.621,,96.8296,,4517.4843,,76.3524,,9260.6718
252,1000,10,1000,0.05,15,2,168.2757,,206.5805,,211.0329,,9677.2622,,86.6141,,374.8562
253,1000,10,1000,0.05,15,3,187.618,,625.2746,,90.2481,,7911.3438,,67.2663,,812.8925999999999
254,1000,10,1000,0.05,15,4,128.3563,,1405.2151,,77.8392,,7460.0938,,46.7706,,1533.5713999999998
