,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy_given_clusters,error_given_clusters,accuracy_given_k_kmeans,error_given_k_kmeans,accuracy_kmeans,error_kmeans,accuracy_phertilizer,error_phertilizer,accuracy_given_k_kmeans_post,error_given_k_kmeans_post,accuracy_kmeans_post,error_kmeans_post,accuracy_pharming,error_pharming
10,1000,5,100,0.02,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.02_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s0/solution_0/B.csv',0.08949416342412451,,,"Expected a single root, found 0 nodes with in-degree 0",,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s0/solution_0/B.csv',0.09727626459143969,,0.0,
11,1000,5,100,0.02,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.02_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s1/solution_0/B.csv',0.0,,,Source nan is not in G,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s1/solution_0/B.csv',0.0,,0.0,
12,1000,5,100,0.02,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.02_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s2/solution_0/B.csv',0.0,,,Source nan is not in G,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s2/solution_0/B.csv',0.0,,0.0,
13,1000,5,100,0.02,15,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.02_p15_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s3/solution_0/B.csv',0.0,,,Source nan is not in G,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s3/solution_0/B.csv',0.0,,0.0,
14,1000,5,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.02_p15_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s4/solution_0/B.csv',0.0,,,"Expected a single root, found 0 nodes with in-degree 0",,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.02_p15_s4/solution_0/B.csv',0.0,,0.0,
15,1000,5,100,0.05,5,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p5_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s0/solution_0/B.csv',0.8611713665943601,,0.289587852494577,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s0/solution_0/B.csv',0.8872017353579176,,0.2017353579175705,
16,1000,5,100,0.05,5,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p5_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s1/solution_0/B.csv',0.8778625954198473,,0.0868320610687023,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s1/solution_0/B.csv',0.9675572519083969,,0.0,
17,1000,5,100,0.05,5,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p5_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s2/solution_0/B.csv',0.712890625,,0.4794921875,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s2/solution_0/B.csv',0.8828125,,0.0,
18,1000,5,100,0.05,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s3/solution_0/B.csv',0.6926070038910506,,0.16926070038910507,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s3/solution_0/B.csv',0.9027237354085603,,0.30739299610894943,
19,1000,5,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s4/solution_0/B.csv',0.6787762906309751,,0.5430210325047801,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p5_s4/solution_0/B.csv',0.7915869980879541,,0.2332695984703633,
20,1000,5,100,0.05,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s0/solution_0/B.csv',0.6589958158995816,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s0/solution_0/B.csv',0.7092050209205021,,0.0,
21,1000,5,100,0.05,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s1/solution_0/B.csv',0.8054474708171206,,,Source nan is not in G,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s1/solution_0/B.csv',0.8054474708171206,,0.0,
22,1000,5,100,0.05,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s2/solution_0/B.csv',0.847457627118644,,0.2817796610169492,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s2/solution_0/B.csv',0.9152542372881356,,0.0,
23,1000,5,100,0.05,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s3/solution_0/B.csv',0.6432865731462926,,0.280561122244489,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s3/solution_0/B.csv',0.6432865731462926,,0.14829659318637275,
24,1000,5,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p10_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s4/solution_0/B.csv',0.84375,,0.18645833333333334,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s4/solution_0/B.csv',0.9541666666666667,,0.16041666666666668,
25,1000,5,100,0.05,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s0/solution_0/B.csv',0.321011673151751,,0.0943579766536965,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s0/solution_0/B.csv',0.4046692607003891,,0.0,
26,1000,5,100,0.05,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s1/solution_0/B.csv',0.3786407766990291,,,Source nan is not in G,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s1/solution_0/B.csv',0.3786407766990291,,0.0,
27,1000,5,100,0.05,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s2/solution_0/B.csv',0.7105788423153693,,0.2025948103792415,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s2/solution_0/B.csv',0.812375249500998,,0.0,
28,1000,5,100,0.05,15,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p15_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s3/solution_0/B.csv',0.7514792899408284,,0.1952662721893491,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s3/solution_0/B.csv',0.9230769230769231,,0.0,
29,1000,5,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.05_p15_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s4/solution_0/B.csv',0.4560669456066946,,0.11820083682008369,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s4/solution_0/B.csv',0.6150627615062761,,0.0,
30,1000,5,100,0.1,5,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p5_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s0/solution_0/B.csv',0.7462039045553145,,0.289587852494577,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s0/solution_0/B.csv',0.8785249457700651,,0.2017353579175705,
31,1000,5,100,0.1,5,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p5_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s1/solution_0/B.csv',0.8282442748091603,,0.0028625954198473282,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s1/solution_0/B.csv',0.982824427480916,,0.0,
32,1000,5,100,0.1,5,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p5_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s2/solution_0/B.csv',0.720703125,,0.49609375,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s2/solution_0/B.csv',0.900390625,,0.0,
33,1000,5,100,0.1,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s3/solution_0/B.csv',0.8229571984435797,,0.28599221789883267,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s3/solution_0/B.csv',0.9552529182879378,,0.301556420233463,
34,1000,5,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s4/solution_0/B.csv',0.8202676864244742,,0.40535372848948376,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s4/solution_0/B.csv',0.9407265774378585,,0.23709369024856597,
35,1000,5,100,0.1,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s0/solution_0/B.csv',0.8158995815899581,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s0/solution_0/B.csv',0.9581589958158996,,0.0,
36,1000,5,100,0.1,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s1/solution_0/B.csv',0.6945525291828794,,0.48638132295719844,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s1/solution_0/B.csv',0.9066147859922179,,0.0,
37,1000,5,100,0.1,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s2/solution_0/B.csv',0.8008474576271186,,0.2913135593220339,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s2/solution_0/B.csv',0.9555084745762712,,0.0,
38,1000,5,100,0.1,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s3/solution_0/B.csv',0.7234468937875751,,0.3246492985971944,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s3/solution_0/B.csv',0.8817635270541082,,0.15430861723446893,
39,1000,5,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p10_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s4/solution_0/B.csv',0.8229166666666666,,0.18645833333333334,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s4/solution_0/B.csv',0.9916666666666667,,0.19166666666666668,
40,1000,5,100,0.1,15,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p15_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s0/solution_0/B.csv',0.7801556420233463,,0.0009727626459143969,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s0/solution_0/B.csv',0.9299610894941635,,0.0,
41,1000,5,100,0.1,15,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p15_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s1/solution_0/B.csv',0.6873786407766991,,,Source nan is not in G,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s1/solution_0/B.csv',0.8466019417475729,,0.0,
42,1000,5,100,0.1,15,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p15_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s2/solution_0/B.csv',0.8343313373253493,,0.2025948103792415,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s2/solution_0/B.csv',0.9121756487025948,,0.0,
43,1000,5,100,0.1,15,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p15_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s3/solution_0/B.csv',0.8481262327416174,,0.1952662721893491,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s3/solution_0/B.csv',0.9881656804733728,,0.0,
44,1000,5,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size100_cov0.1_p15_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s4/solution_0/B.csv',0.8472803347280334,,0.01882845188284519,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s4/solution_0/B.csv',0.9184100418410042,,0.0,
45,1000,5,500,0.02,5,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p5_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s0/solution_0/B.csv',0.5701282581712868,,0.2974762101779065,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s0/solution_0/B.csv',0.6408771203971866,,0.41994207695490277,
46,1000,5,500,0.02,5,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p5_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s1/solution_0/B.csv',0.6908023483365949,,0.020352250489236792,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s1/solution_0/B.csv',0.6908023483365949,,0.005479452054794521,
47,1000,5,500,0.02,5,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p5_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s2/solution_0/B.csv',0.15207920792079208,,0.36435643564356435,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s2/solution_0/B.csv',0.3940594059405941,,0.3889108910891089,
48,1000,5,500,0.02,5,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p5_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s3/solution_0/B.csv',0.39257503949447076,,0.14395734597156398,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s3/solution_0/B.csv',0.39257503949447076,,0.26619273301737756,
49,1000,5,500,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p5_s4/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s4/solution_0/B.csv',0.11790050920485703,,0.4964747356051704,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s4/solution_0/B.csv',0.11790050920485703,,0.372502937720329,
50,1000,5,500,0.02,10,0,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p10_s0/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s0/solution_0/B.csv',0.0,,0.0,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s0/solution_0/B.csv',0.0,,0.009900990099009901,
51,1000,5,500,0.02,10,1,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p10_s1/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s1/solution_0/B.csv',0.4735387045813586,,0.32898894154818326,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s1/solution_0/B.csv',0.5750394944707741,,0.1066350710900474,
52,1000,5,500,0.02,10,2,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p10_s2/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s2/solution_0/B.csv',0.2736583367472347,,0.22593199508398198,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s2/solution_0/B.csv',0.4588283490372798,,0.0,
53,1000,5,500,0.02,10,3,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m5_size500_cov0.02_p10_s3/solution_0/B.csv',,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s3/solution_0/B.csv',0.14085634253701482,,0.2384953981592637,,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s3/solution_0/B.csv',0.14085634253701482,,0.028411364545818326,
