cell,cluster
900,4
1019,4
286,4
389,4
527,4
1200,4
457,4
6,4
842,4
899,4
1089,4
928,4
431,4
833,4
426,4
681,4
285,4
1171,4
518,4
826,4
624,4
762,4
1111,4
193,4
839,4
1239,4
0,4
204,4
933,4
1188,4
768,4
647,4
1218,4
435,4
589,4
378,4
515,5
523,5
117,5
1090,5
57,5
980,5
830,5
200,5
1026,5
213,5
514,5
1243,5
749,5
210,5
509,5
17,5
13,5
1121,5
603,5
269,5
1073,5
772,5
169,5
551,5
112,5
524,5
1152,5
1225,5
316,5
750,6
1210,6
1154,6
569,6
312,6
363,6
889,6
1041,6
2,6
744,6
657,6
391,6
873,6
294,6
877,6
1242,6
1148,6
1206,6
168,6
867,6
78,6
1007,6
1064,6
128,6
397,6
1072,6
701,6
333,6
30,6
636,6
81,6
141,6
973,6
705,6
214,6
111,6
1304,6
1169,6
350,6
69,6
965,6
666,6
559,6
322,6
146,6
909,6
1269,6
1069,6
538,6
510,6
1164,6
108,6
229,6
484,6
862,6
1113,6
906,6
699,6
596,6
1044,6
337,6
1096,6
668,6
585,6
500,6
971,6
416,7
787,7
521,7
1135,7
586,7
1198,7
155,7
949,7
1279,7
643,7
577,7
278,7
362,7
688,7
19,7
672,7
580,7
854,7
961,7
182,7
103,7
979,7
1278,7
212,7
1184,7
850,7
618,7
667,7
166,7
1291,7
1298,7
969,7
267,7
300,7
1175,7
1230,7
991,7
852,7
190,7
1204,7
476,7
163,7
56,7
1265,7
260,7
44,7
479,7
375,7
289,7
834,7
383,7
552,7
1028,7
904,7
863,8
545,8
61,8
536,8
292,8
45,8
477,8
717,8
366,8
1288,8
1046,8
24,8
1252,8
1060,8
841,8
710,8
304,8
1125,8
985,8
1202,8
102,8
1245,8
1256,8
133,8
418,8
748,8
546,8
107,8
664,8
332,8
205,8
708,8
394,8
765,8
94,8
1240,8
560,8
176,8
698,8
844,8
678,8
87,8
496,8
947,8
377,8
793,8
601,8
986,8
236,9
894,9
330,9
67,9
372,9
939,9
380,9
885,9
1255,9
18,9
454,9
610,9
1180,9
427,9
981,9
1296,9
93,9
788,9
1124,9
800,9
813,9
582,9
1016,9
719,9
736,9
1062,9
1068,9
1108,9
369,9
346,9
1086,9
207,9
