cell,cluster
981,17
275,17
578,17
1044,17
1017,17
7,17
124,17
682,17
3,17
248,17
559,17
62,17
842,17
474,17
17,17
836,17
27,17
655,17
593,17
675,17
383,17
316,17
541,17
874,17
607,17
931,17
926,17
1052,17
136,17
688,17
75,17
284,17
608,17
645,17
518,17
844,17
746,17
189,17
14,17
860,17
311,17
89,17
370,17
1,17
585,17
694,17
436,17
665,17
946,17
384,17
909,17
110,17
1060,17
707,17
91,17
1010,17
813,17
53,17
69,17
389,17
226,17
71,17
948,17
763,17
800,17
770,17
701,17
313,17
648,17
319,17
305,17
253,17
1036,17
240,17
697,17
749,17
115,17
804,17
586,17
912,17
571,17
641,17
777,17
979,17
650,17
448,17
129,17
741,17
872,17
599,17
354,2
92,2
50,2
997,2
803,2
162,2
549,2
841,2
296,2
126,2
210,2
522,2
114,2
944,2
317,2
821,2
616,2
66,2
320,2
1007,2
349,2
795,2
1091,2
185,2
259,2
38,2
712,2
938,2
321,2
1094,2
564,2
856,2
282,2
504,2
524,2
1097,2
404,2
398,2
999,2
644,2
301,2
1077,2
1066,2
753,2
352,2
51,2
917,2
12,2
972,2
413,2
1088,2
1000,2
379,2
996,2
337,2
722,2
674,3
918,3
927,3
964,3
506,3
690,3
426,3
130,3
20,3
858,3
261,3
761,3
402,3
488,3
156,3
447,3
1046,3
70,3
278,3
186,3
220,3
575,3
406,3
178,3
783,3
15,3
633,3
610,3
801,3
530,3
78,3
669,3
104,3
1092,3
1040,3
1057,3
455,3
437,3
376,3
1023,3
751,3
76,3
8,3
33,3
288,3
29,3
440,3
1032,3
830,3
382,3
737,3
345,3
219,3
978,3
385,3
1019,3
646,3
165,3
582,3
977,3
99,3
1063,3
739,3
733,3
182,3
1030,3
721,3
247,3
327,3
362,3
1084,3
149,3
928,3
496,3
483,3
196,3
802,3
399,3
769,3
850,3
735,3
827,3
59,3
670,3
11,3
105,3
60,3
199,3
329,3
297,3
323,3
811,3
391,3
369,3
552,3
797,3
572,3
678,3
223,3
606,3
1038,3
502,3
744,3
967,3
343,3
227,3
618,3
30,3
814,3
489,3
625,3
568,3
1043,3
621,3
98,3
373,3
954,3
713,3
160,3
878,3
54,3
1031,3
961,3
940,3
48,3
433,3
125,3
276,3
190,3
1047,3
529,3
907,3
49,3
2,3
478,4
202,4
975,4
1075,4
848,4
481,4
233,4
351,4
377,4
985,4
208,4
871,4
77,4
603,4
516,4
300,4
407,4
280,4
1037,4
1073,4
855,4
360,4
708,4
510,4
615,4
221,4
309,4
324,4
545,4
892,4
294,4
989,4
6,4
699,4
342,4
277,4
591,4
509,4
868,4
339,4
932,4
381,4
756,4
1071,4
1020,4
273,4
517,4
755,4
326,4
1087,4
1050,4
929,4
119,4
65,4
438,4
711,4
283,4
492,4
306,4
808,4
818,4
772,4
790,4
0,4
924,4
302,4
266,5
374,5
364,5
716,5
526,5
965,5
295,5
784,5
600,5
1078,5
764,5
228,5
791,5
1015,5
361,5
95,5
837,5
112,5
794,5
231,5
689,5
452,5
1012,5
163,5
444,5
57,5
366,5
1089,5
956,5
331,5
103,5
279,5
692,5
521,5
514,5
1096,5
473,5
992,5
222,5
693,5
718,6
684,6
1051,6
1006,6
628,6
454,6
203,6
551,6
392,6
691,6
839,6
90,6
177,6
127,6
724,6
988,6
84,6
308,6
859,6
1034,6
838,6
411,6
287,6
598,6
936,6
188,6
671,6
673,6
953,6
887,6
758,6
9,6
393,6
81,6
556,6
658,6
702,6
782,6
46,6
200,7
752,7
742,7
834,7
891,7
719,7
897,7
268,7
37,7
922,7
218,7
72,7
153,7
750,7
117,7
173,7
747,7
187,7
85,7
879,7
515,7
257,7
346,7
587,7
328,7
171,7
710,7
215,7
725,7
1067,7
477,7
24,7
629,7
39,7
889,7
990,7
497,7
111,7
235,7
613,7
679,7
520,7
88,7
128,7
604,7
759,7
357,7
584,7
969,7
180,7
482,7
265,7
785,7
64,7
1086,7
371,7
499,7
241,7
626,7
832,7
470,7
550,7
1054,7
768,7
450,7
667,7
876,7
1065,7
525,7
416,7
1025,7
44,7
318,7
427,7
397,8
1028,8
984,8
139,8
796,8
1081,8
333,8
539,8
676,8
649,8
225,8
18,8
336,8
458,8
1099,8
905,8
347,8
1069,8
43,8
1014,8
788,8
32,8
116,8
546,8
145,8
13,8
807,8
1056,8
620,8
652,8
895,8
363,8
1070,8
709,8
79,8
668,8
303,8
557,8
179,8
141,8
939,8
882,8
281,8
736,8
35,8
864,8
754,8
592,8
244,8
528,8
28,8
601,8
486,8
776,8
986,8
934,8
335,8
845,8
945,8
439,8
262,8
94,8
181,8
654,8
1009,8
274,8
537,8
636,8
422,8
107,8
434,8
418,8
703,8
1074,8
877,8
289,8
45,8
542,8
353,8
468,8
687,8
698,8
727,8
151,8
548,8
1048,8
723,8
400,8
61,8
285,8
260,8
330,8
467,8
80,8
580,8
588,8
595,8
471,8
560,8
597,8
781,8
170,8
252,8
903,8
1005,8
562,8
1055,8
176,8
446,8
144,8
269,8
340,8
662,8
681,8
705,8
589,8
570,8
245,8
299,8
230,8
56,8
472,8
775,8
574,8
314,8
1011,8
484,8
952,8
888,8
726,8
258,8
143,8
298,8
4,8
47,8
696,8
973,8
561,8
184,8
817,8
573,8
197,8
983,8
581,8
505,8
34,8
740,8
611,8
624,8
74,8
442,8
766,8
680,8
83,8
118,8
68,8
31,8
498,8
414,8
840,8
1027,8
462,8
853,8
634,8
367,8
861,8
159,8
25,8
133,8
715,8
172,8
403,8
443,8
380,8
640,8
475,8
96,8
566,8
1085,8
631,8
256,8
267,8
350,8
237,8
206,8
501,8
388,8
980,8
880,8
605,8
793,8
544,8
884,8
923,8
464,8
672,8
26,8
1068,8
86,8
873,8
728,8
325,8
846,8
193,8
787,8
1082,8
904,8
194,8
378,8
322,8
942,8
243,8
491,8
898,8
1024,8
135,8
847,8
910,8
993,8
881,8
1049,8
963,8
762,8
512,8
251,8
661,8
519,8
312,8
224,9
534,9
1076,9
730,9
1021,9
310,9
121,9
387,9
617,9
408,9
913,9
375,9
647,9
493,9
449,9
286,9
896,9
503,9
