cell,cluster
985,2
987,2
392,2
276,2
1067,2
59,2
19,2
53,2
1135,2
767,2
1069,2
416,2
250,2
429,2
89,2
803,2
521,2
902,2
647,2
1170,2
602,2
180,2
105,2
903,2
1126,2
350,2
604,2
700,2
50,2
1011,2
653,2
1196,2
848,2
941,2
790,2
1051,2
425,2
43,2
843,2
609,2
255,2
107,2
73,2
25,2
1090,2
969,2
797,2
58,2
894,3
866,3
942,3
955,3
725,3
369,3
299,3
486,3
6,3
734,3
884,3
798,3
231,3
83,3
1054,3
842,3
958,3
922,3
972,3
1000,3
9,3
1077,3
828,3
71,3
96,3
777,3
752,3
1204,3
152,3
410,3
223,3
552,3
57,3
316,3
788,3
439,3
841,3
685,3
1081,3
163,3
214,3
272,3
613,3
1028,3
72,3
886,3
973,3
277,3
1177,3
802,3
939,3
818,3
707,3
585,3
916,3
1017,3
735,3
662,3
756,3
87,3
524,3
324,3
323,3
1108,3
1172,3
831,3
646,3
185,3
379,3
431,3
1205,3
605,3
654,3
764,3
710,3
108,3
47,3
652,3
1191,3
438,3
155,3
451,3
120,3
861,3
512,3
993,3
789,3
1133,3
996,3
495,3
404,3
216,3
1147,3
1005,3
873,3
218,3
490,4
856,4
704,4
388,4
730,4
16,4
1184,4
528,4
932,4
597,4
1035,4
1027,4
454,4
760,4
319,4
129,4
1212,4
593,4
504,4
1043,4
901,4
628,4
337,4
352,4
45,4
351,4
262,4
127,4
1178,4
945,4
1213,4
1094,4
1154,4
1113,4
233,4
926,4
77,4
243,4
341,4
1219,4
533,4
976,4
497,4
142,4
1162,4
1033,4
759,4
482,4
1167,4
466,4
750,4
1215,4
331,4
212,4
738,4
805,5
743,5
332,5
200,5
372,5
1100,5
1221,5
534,5
905,5
809,5
676,5
893,5
889,5
1136,5
156,5
1114,5
161,5
219,5
968,5
55,5
485,5
227,5
11,5
545,5
783,5
822,5
845,5
885,5
207,5
578,5
98,5
896,5
84,5
550,5
851,5
170,5
95,5
541,5
66,5
1183,5
780,5
158,5
300,5
576,5
1038,5
522,5
627,5
747,5
1186,5
442,5
14,5
473,5
1222,5
31,5
281,5
574,5
1214,5
423,5
144,5
29,5
733,5
1168,5
7,5
586,5
598,5
385,5
398,5
753,5
1010,5
297,5
97,5
291,5
179,5
415,5
1163,5
274,5
573,5
4,5
852,5
1013,5
340,5
286,5
1142,5
832,5
368,5
623,5
222,5
459,5
1112,6
547,6
975,6
51,6
213,6
810,6
876,6
241,6
496,6
515,6
769,6
1218,6
678,6
940,6
266,6
1093,6
91,6
995,6
724,6
305,6
1018,6
134,6
624,7
252,7
626,7
1141,7
994,7
981,7
1042,7
729,7
413,7
661,7
677,7
768,7
1164,7
128,7
607,7
362,7
792,7
934,7
235,7
1015,7
314,7
402,7
820,7
746,7
726,7
543,7
1149,7
115,7
140,7
892,7
165,7
93,7
717,7
1209,7
1036,7
863,8
33,8
78,8
264,8
988,8
1143,8
691,8
1217,8
799,8
309,8
588,8
938,8
1144,8
1153,8
721,8
913,8
251,8
1004,8
1064,8
961,8
361,8
109,8
660,8
1055,8
583,8
403,8
348,8
754,8
701,8
909,8
641,8
784,8
445,8
509,8
1110,8
448,8
800,8
957,8
1074,8
1001,8
508,8
611,8
1045,8
657,8
731,8
765,8
18,8
826,8
1211,8
881,8
81,8
151,8
150,8
683,8
668,8
1026,8
86,8
631,8
306,8
94,8
85,8
399,8
428,8
506,8
580,8
1071,8
568,8
879,8
791,8
371,8
621,8
1056,8
1053,8
1032,8
645,8
562,8
877,8
673,8
307,8
594,8
951,8
464,8
671,8
1031,8
69,8
1139,8
1176,8
622,8
786,8
867,8
745,8
10,8
636,8
849,8
80,8
135,8
122,8
436,8
326,8
858,8
844,8
933,8
1003,8
104,8
409,8
1041,8
801,8
640,8
32,8
1014,8
599,8
1179,8
358,8
964,8
452,8
13,8
874,8
347,8
950,8
1115,8
225,8
184,8
353,8
434,8
1145,8
912,8
287,8
42,8
675,8
279,8
642,8
763,8
600,8
103,8
1075,8
3,8
383,8
775,8
248,8
962,8
943,8
560,8
1091,8
575,8
149,8
1025,8
373,8
865,8
558,8
335,8
1099,8
1044,8
283,8
339,8
116,8
192,8
592,8
437,8
590,8
253,8
890,8
502,8
1073,8
577,8
441,8
380,8
766,8
435,8
484,8
1107,8
840,8
825,8
830,8
153,8
706,8
171,8
868,8
715,8
148,8
174,8
268,8
271,8
571,8
561,8
1102,8
1040,8
601,8
198,8
460,8
917,8
183,8
28,8
755,8
296,8
1092,8
814,8
30,8
54,8
503,8
659,8
860,8
1166,8
740,8
228,8
749,8
65,8
637,8
143,8
234,8
632,8
711,8
293,8
178,8
712,8
762,8
267,8
744,8
318,8
689,8
139,8
960,8
175,8
742,8
1079,8
728,8
289,8
1130,8
491,8
1155,8
420,8
1109,8
1158,8
963,8
966,8
282,8
303,8
269,8
366,8
217,8
123,8
959,8
557,8
343,8
206,8
462,8
850,8
382,8
1127,8
501,8
1046,8
75,8
718,8
1098,8
785,8
1083,8
567,8
709,8
999,8
811,8
244,8
1,8
37,8
321,8
686,8
166,8
190,8
904,8
1180,8
38,8
315,8
112,8
837,8
591,8
990,8
535,8
1171,8
1200,8
285,8
687,8
921,8
230,8
690,8
40,8
878,8
390,8
872,8
23,8
191,8
751,8
387,8
349,8
980,8
201,8
357,8
471,8
1175,8
1203,8
249,8
991,8
518,8
1097,8
196,8
778,8
202,8
531,8
548,8
648,8
64,8
106,8
79,8
469,8
0,8
1078,8
355,8
923,8
1129,8
954,8
470,8
511,8
919,8
542,8
970,8
440,8
1002,8
1137,8
245,9
467,9
320,9
386,9
838,9
1132,9
479,9
736,9
1020,9
895,9
864,9
114,9
257,9
739,9
167,9
204,9
929,9
1156,9
1119,9
808,9
559,9
125,9
188,9
210,9
619,9
761,9
1202,9
62,9
427,9
342,9
162,9
519,9
301,9
564,9
796,9
