,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy,error
142,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p10_s2/solution_0/B.csv'
143,1000,10,100,0.02,10,4,0.9371190476414468,
144,1000,10,100,0.02,10,4,0.9219650983419014,
145,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s0/solution_0/B.csv'
146,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s1/solution_0/B.csv'
147,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s2/solution_0/B.csv'
148,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s3/solution_0/B.csv'
149,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size100_cov0.02_p15_s4/solution_0/B.csv'
150,1000,10,100,0.05,5,4,0.9391482603054178,
151,1000,10,100,0.05,5,4,0.9148956700531428,
152,1000,10,100,0.05,5,4,0.8997606790516692,
153,1000,10,100,0.05,5,4,0.9551248294700406,
154,1000,10,100,0.05,5,4,0.833990392433492,
155,1000,10,100,0.05,10,4,0.9432769565319629,
156,1000,10,100,0.05,10,4,0.940142,
157,1000,10,100,0.05,10,4,0.9210240077966603,
158,1000,10,100,0.05,10,4,1.0,
159,1000,10,100,0.05,10,4,0.9155084347325341,
160,1000,10,100,0.05,15,4,0.9373939794574302,
161,1000,10,100,0.05,15,4,0.980626241676987,
162,1000,10,100,0.05,15,4,1.0,
163,1000,10,100,0.05,15,4,1.0,
164,1000,10,100,0.05,15,4,0.9581964346729112,
165,1000,10,100,0.1,5,4,0.9755166828572579,
166,1000,10,100,0.1,5,4,1.0,
167,1000,10,100,0.1,5,4,0.8830404951705377,
168,1000,10,100,0.1,5,4,0.95774860419496,
169,1000,10,100,0.1,5,4,0.9350764078425168,
170,1000,10,100,0.1,10,4,0.977886171547283,
171,1000,10,100,0.1,10,4,1.0,
172,1000,10,100,0.1,10,4,1.0,
173,1000,10,100,0.1,10,4,0.9622789547311708,
174,1000,10,100,0.1,10,4,0.978013871256506,
175,1000,10,100,0.1,15,4,0.9629950858526973,
176,1000,10,100,0.1,15,4,1.0,
177,1000,10,100,0.1,15,4,1.0,
178,1000,10,100,0.1,15,4,1.0,
179,1000,10,100,0.1,15,4,0.9581964346729112,
180,1000,10,500,0.02,5,4,0.885264243584856,
181,1000,10,500,0.02,5,4,0.9016107915096211,
182,1000,10,500,0.02,5,4,0.8630880694435188,
183,1000,10,500,0.02,5,4,0.9009456172587407,
184,1000,10,500,0.02,5,4,0.7883850290016977,
185,1000,10,500,0.02,10,4,0.9416925653868756,
186,1000,10,500,0.02,10,4,0.9395212,
187,1000,10,500,0.02,10,4,0.8992912257495591,
188,1000,10,500,0.02,10,4,0.8997154628105926,
189,1000,10,500,0.02,10,4,0.9389414200777945,
190,1000,10,500,0.02,15,4,0.9225151991589516,
191,1000,10,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p15_s1/solution_0/B.csv'
192,1000,10,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p15_s2/solution_0/B.csv'
193,1000,10,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size500_cov0.02_p15_s3/solution_0/B.csv'
194,1000,10,500,0.02,15,4,0.9202613877446424,
195,1000,10,500,0.05,5,4,0.9582440667352388,
196,1000,10,500,0.05,5,4,0.9811206879101572,
197,1000,10,500,0.05,5,4,0.9047415104387667,
198,1000,10,500,0.05,5,4,0.9193206817388964,
199,1000,10,500,0.05,5,4,0.8625188312811173,
200,1000,10,500,0.05,10,4,0.939595880249469,
201,1000,10,500,0.05,10,4,0.9818804,
202,1000,10,500,0.05,10,4,0.8405032753842278,
203,1000,10,500,0.05,10,4,0.9400529860065591,
204,1000,10,500,0.05,10,4,0.9604943709993379,
205,1000,10,500,0.05,15,4,0.9613893307142068,
206,1000,10,500,0.05,15,4,0.9815358178247452,
207,1000,10,500,0.05,15,4,1.0,
208,1000,10,500,0.05,15,4,0.959587550427621,
209,1000,10,500,0.05,15,4,0.9784266515235434,
210,1000,10,500,0.1,5,4,0.979671277328225,
211,1000,10,500,0.1,5,4,0.9794226121315418,
212,1000,10,500,0.1,5,4,0.7835641969141347,
213,1000,10,500,0.1,5,4,0.9800367981856886,
214,1000,10,500,0.1,5,4,0.8805642221895833,
215,1000,10,500,0.1,10,4,1.0,
216,1000,10,500,0.1,10,4,1.0,
217,1000,10,500,0.1,10,4,0.939406179138322,
218,1000,10,500,0.1,10,4,0.938599566619594,
219,1000,10,500,0.1,10,4,0.9802293450331224,
220,1000,10,500,0.1,15,4,0.9805413955273531,
221,1000,10,500,0.1,15,4,1.0,
222,1000,10,500,0.1,15,4,1.0,
223,1000,10,500,0.1,15,4,0.9806972870542452,
224,1000,10,500,0.1,15,4,0.9790873957948221,
225,1000,10,1000,0.02,5,4,0.9404265556757955,
226,1000,10,1000,0.02,5,4,0.9409728270511766,
227,1000,10,1000,0.02,5,4,0.8801949039926393,
228,1000,10,1000,0.02,5,4,0.9407116123527274,
229,1000,10,1000,0.02,5,4,0.8426214171000966,
230,1000,10,1000,0.02,10,4,0.960584583197983,
231,1000,10,1000,0.02,10,4,0.9794076464411765,
232,1000,10,1000,0.02,10,4,0.9206878330297239,
233,1000,10,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size1000_cov0.02_p10_s3/solution_0/B.csv'
234,1000,10,1000,0.02,10,4,0.940304789822801,
235,1000,10,1000,0.02,15,4,0.9804025301399101,
236,1000,10,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size1000_cov0.02_p15_s1/solution_0/B.csv'
237,1000,10,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size1000_cov0.02_p15_s2/solution_0/B.csv'
238,1000,10,1000,0.02,15,4,0.9206007412996198,
239,1000,10,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m10_size1000_cov0.02_p15_s4/solution_0/B.csv'
240,1000,10,1000,0.05,5,4,0.9603668275150015,
241,1000,10,1000,0.05,5,4,0.9597636328446315,
242,1000,10,1000,0.05,5,4,0.7801753887394292,
243,1000,10,1000,0.05,5,4,0.9801424128541629,
244,1000,10,1000,0.05,5,4,0.8586840807689873,
245,1000,10,1000,0.05,10,4,0.9608083886409591,
246,1000,10,1000,0.05,10,4,0.9790084069334034,
247,1000,10,1000,0.05,10,4,0.9002403736188902,
248,1000,10,1000,0.05,10,4,0.9597320274804143,
249,1000,10,1000,0.05,10,4,0.9419916542272901,
250,1000,10,1000,0.05,15,4,0.9804025301399101,
251,1000,10,1000,0.05,15,4,0.9616941285370636,
252,1000,10,1000,0.05,15,4,1.0,
253,1000,10,1000,0.05,15,4,0.9407149847265969,
254,1000,10,1000,0.05,15,4,0.97934784,
255,1000,10,1000,0.1,5,4,0.9800007913967372,
256,1000,10,1000,0.1,5,4,0.9797803261237722,
257,1000,10,1000,0.1,5,4,0.8413695448245009,
258,1000,10,1000,0.1,5,4,0.9192528604757026,
259,1000,10,1000,0.1,5,4,0.9200222990340013,
260,1000,10,1000,0.1,10,4,0.9795319749423634,
261,1000,10,1000,0.1,10,4,0.9795967598922269,
262,1000,10,1000,0.1,10,4,0.960536136282767,
263,1000,10,1000,0.1,10,4,0.9801332835583186,
264,1000,10,1000,0.1,10,4,0.9388421199220252,
265,1000,10,1000,0.1,15,4,1.0,
266,1000,10,1000,0.1,15,4,0.981080399526174,
267,1000,10,1000,0.1,15,4,1.0,
268,1000,10,1000,0.1,15,4,0.9802542314979154,
269,1000,10,1000,0.1,15,4,0.95916512,
270,1000,15,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p5_s0/solution_0/B.csv'
271,1000,15,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p5_s1/solution_0/B.csv'
272,1000,15,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p5_s2/solution_0/B.csv'
273,1000,15,100,0.02,5,4,0.8179777067714166,
274,1000,15,100,0.02,5,4,0.8328380876326423,
275,1000,15,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p10_s0/solution_0/B.csv'
276,1000,15,100,0.02,10,4,0.8027363227146814,
277,1000,15,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p10_s2/solution_0/B.csv'
278,1000,15,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p10_s3/solution_0/B.csv'
279,1000,15,100,0.02,10,4,0.8982010707249323,
280,1000,15,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p15_s0/solution_0/B.csv'
281,1000,15,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p15_s1/solution_0/B.csv'
282,1000,15,100,0.02,15,4,0.9291598194716097,
283,1000,15,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p15_s3/solution_0/B.csv'
284,1000,15,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.02_p15_s4/solution_0/B.csv'
285,1000,15,100,0.05,5,4,0.881445494751108,
286,1000,15,100,0.05,5,4,0.8109782373743449,
287,1000,15,100,0.05,5,4,0.8023060941828255,
288,1000,15,100,0.05,5,4,0.8512183565834537,
289,1000,15,100,0.05,5,4,0.8677123570189714,
290,1000,15,100,0.05,10,4,0.9748520096157165,
291,1000,15,100,0.05,10,4,0.9103653047091412,
292,1000,15,100,0.05,10,4,0.9641282316303793,
293,1000,15,100,0.05,10,4,0.9324397370343316,
294,1000,15,100,0.05,10,4,0.9479936090670491,
295,1000,15,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size100_cov0.05_p15_s0/solution_0/B.csv'
296,1000,15,100,0.05,15,4,0.9021365541318126,
297,1000,15,100,0.05,15,4,0.946177400109444,
298,1000,15,100,0.05,15,4,0.9808453512521076,
299,1000,15,100,0.05,15,4,0.9741214597558151,
300,1000,15,100,0.1,5,4,0.8751667067675384,
301,1000,15,100,0.1,5,4,0.9028929419296142,
302,1000,15,100,0.1,5,4,0.8009400969529086,
303,1000,15,100,0.1,5,4,0.8389388829777642,
304,1000,15,100,0.1,5,4,0.883877212340085,
305,1000,15,100,0.1,10,4,0.9817785405970464,
306,1000,15,100,0.1,10,4,0.9723891966759003,
307,1000,15,100,0.1,10,4,0.975058894198502,
308,1000,15,100,0.1,10,4,0.9834751643535428,
309,1000,15,100,0.1,10,4,0.9855142334013269,
310,1000,15,100,0.1,15,4,0.9790183382636063,
311,1000,15,100,0.1,15,4,0.9349280608414811,
312,1000,15,100,0.1,15,4,0.9810577723356788,
313,1000,15,100,0.1,15,4,0.981937868027534,
314,1000,15,100,0.1,15,4,0.9603917630510553,
315,1000,15,500,0.02,5,4,0.8038232516241822,
316,1000,15,500,0.02,5,4,0.8532459396739581,
317,1000,15,500,0.02,5,4,0.8840336084585886,
318,1000,15,500,0.02,5,4,0.8293369493709054,
319,1000,15,500,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p5_s4/solution_0/B.csv'
320,1000,15,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p10_s0/solution_0/B.csv'
321,1000,15,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p10_s1/solution_0/B.csv'
322,1000,15,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p10_s2/solution_0/B.csv'
323,1000,15,500,0.02,10,4,0.8760503344906574,
324,1000,15,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p10_s4/solution_0/B.csv'
325,1000,15,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p15_s0/solution_0/B.csv'
326,1000,15,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p15_s1/solution_0/B.csv'
327,1000,15,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p15_s2/solution_0/B.csv'
328,1000,15,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p15_s3/solution_0/B.csv'
329,1000,15,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size500_cov0.02_p15_s4/solution_0/B.csv'
330,1000,15,500,0.05,5,4,0.9362068209939061,
331,1000,15,500,0.05,5,4,0.9144617744237349,
332,1000,15,500,0.05,5,4,0.7145121348905983,
333,1000,15,500,0.05,5,4,0.8236078026918122,
334,1000,15,500,0.05,5,4,0.8639815466666667,
335,1000,15,500,0.05,10,4,0.9827889718733673,
336,1000,15,500,0.05,10,4,0.9721086578331148,
337,1000,15,500,0.05,10,4,0.9724332780231126,
338,1000,15,500,0.05,10,4,0.8940291208240837,
339,1000,15,500,0.05,10,4,0.9717751197333138,
340,1000,15,500,0.05,15,4,0.9279279425532564,
341,1000,15,500,0.05,15,4,0.9475210459707256,
342,1000,15,500,0.05,15,4,0.9472404813464543,
343,1000,15,500,0.05,15,4,0.9638619624862306,
344,1000,15,500,0.05,15,4,0.9375577116563122,
345,1000,15,500,0.1,5,4,0.8657998425284098,
346,1000,15,500,0.1,5,4,0.8263973610810412,
347,1000,15,500,0.1,5,4,0.6767786848544493,
348,1000,15,500,0.1,5,4,0.8766785449960254,
349,1000,15,500,0.1,5,4,0.8810724266666666,
350,1000,15,500,0.1,10,4,1.0,
351,1000,15,500,0.1,10,4,0.9914319878055495,
352,1000,15,500,0.1,10,4,0.9555535552234589,
353,1000,15,500,0.1,10,4,0.9817788555719202,
354,1000,15,500,0.1,10,4,0.9382383027983011,
355,1000,15,500,0.1,15,4,0.9182748204083431,
356,1000,15,500,0.1,15,4,0.9342405842132676,
357,1000,15,500,0.1,15,4,0.974041864258107,
358,1000,15,500,0.1,15,4,0.9642578675439177,
359,1000,15,500,0.1,15,4,0.9467131971659549,
360,1000,15,1000,0.02,5,4,0.84098379223072,
361,1000,15,1000,0.02,5,4,0.8234768238208002,
362,1000,15,1000,0.02,5,4,0.850641793515851,
363,1000,15,1000,0.02,5,4,0.8135957333086851,
364,1000,15,1000,0.02,5,4,0.8374699022222222,
365,1000,15,1000,0.02,10,4,0.9912991730505522,
366,1000,15,1000,0.02,10,4,0.974241949210971,
367,1000,15,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p10_s2/solution_0/B.csv'
368,1000,15,1000,0.02,10,4,0.8670595097122707,
369,1000,15,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p10_s4/solution_0/B.csv'
370,1000,15,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p15_s0/solution_0/B.csv'
371,1000,15,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p15_s1/solution_0/B.csv'
372,1000,15,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p15_s2/solution_0/B.csv'
373,1000,15,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p15_s3/solution_0/B.csv'
374,1000,15,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output/n1000_m15_size1000_cov0.02_p15_s4/solution_0/B.csv'
375,1000,15,1000,0.05,5,4,0.8731760773656045,
376,1000,15,1000,0.05,5,4,0.9043020556084088,
377,1000,15,1000,0.05,5,4,0.7586861755933383,
378,1000,15,1000,0.05,5,4,0.804919075834991,
379,1000,15,1000,0.05,5,4,0.8379096177777777,
380,1000,15,1000,0.05,10,4,0.9908690247329803,
381,1000,15,1000,0.05,10,4,0.9654350471766071,
382,1000,15,1000,0.05,10,4,0.9455743963427413,
383,1000,15,1000,0.05,10,4,0.9635693777737095,
384,1000,15,1000,0.05,10,4,0.9471255153272629,
385,1000,15,1000,0.05,15,4,0.9193922632228543,
386,1000,15,1000,0.05,15,4,0.8901510273934296,
387,1000,15,1000,0.05,15,4,0.9557191805728916,
388,1000,15,1000,0.05,15,4,0.9376716892318491,
389,1000,15,1000,0.05,15,4,0.9302962042593285,
390,1000,15,1000,0.1,5,4,0.8738177323832879,
391,1000,15,1000,0.1,5,4,0.9045307885198764,
392,1000,15,1000,0.1,5,4,0.8569242498129304,
393,1000,15,1000,0.1,5,4,0.8498883172661291,
394,1000,15,1000,0.1,5,4,0.9733764888888888,
395,1000,15,1000,0.1,10,4,1.0,
396,1000,15,1000,0.1,10,4,0.9817975414861227,
397,1000,15,1000,0.1,10,4,0.9732641566128052,
398,1000,15,1000,0.1,10,4,0.9727552354258592,
399,1000,15,1000,0.1,10,4,0.955813934036981,
400,1000,15,1000,0.1,15,4,0.9455262391960719,
401,1000,15,1000,0.1,15,4,0.9165328352031856,
402,1000,15,1000,0.1,15,4,0.9723160118260521,
403,1000,15,1000,0.1,15,4,0.9911721667727015,
404,1000,15,1000,0.1,15,4,0.964075676935846,
405,5000,5,100,0.02,5,4,1.0,
406,5000,5,100,0.02,5,4,0.7419148068294389,
407,5000,5,100,0.02,5,4,1.0,
408,5000,5,100,0.02,5,4,0.9243061969144121,
409,5000,5,100,0.02,5,4,1.0,
410,5000,5,100,0.02,10,4,0.9194079235307505,
411,5000,5,100,0.02,10,4,0.9260776090478281,
412,5000,5,100,0.02,10,4,1.0,
413,5000,5,100,0.02,10,4,1.0,
414,5000,5,100,0.02,10,4,1.0,
415,5000,5,100,0.02,15,4,1.0,
416,5000,5,100,0.02,15,4,1.0,
417,5000,5,100,0.02,15,4,1.0,
418,5000,5,100,0.02,15,4,0.9134950923753837,
419,5000,5,100,0.02,15,4,1.0,
420,5000,5,100,0.05,5,4,1.0,
421,5000,5,100,0.05,5,4,0.7419148068294389,
422,5000,5,100,0.05,5,4,1.0,
423,5000,5,100,0.05,5,4,0.9243061969144121,
424,5000,5,100,0.05,5,4,1.0,
425,5000,5,100,0.05,10,4,1.0,
426,5000,5,100,0.05,10,4,1.0,
427,5000,5,100,0.05,10,4,1.0,
428,5000,5,100,0.05,10,4,1.0,
429,5000,5,100,0.05,10,4,1.0,
430,5000,5,100,0.05,15,4,1.0,
431,5000,5,100,0.05,15,4,1.0,
432,5000,5,100,0.05,15,4,1.0,
433,5000,5,100,0.05,15,4,0.9134950923753837,
434,5000,5,100,0.05,15,4,1.0,
435,5000,5,100,0.1,5,4,1.0,
436,5000,5,100,0.1,5,4,0.7419148068294389,
437,5000,5,100,0.1,5,4,1.0,
438,5000,5,100,0.1,5,4,0.9243061969144121,
439,5000,5,100,0.1,5,4,1.0,
440,5000,5,100,0.1,10,4,1.0,
441,5000,5,100,0.1,10,4,1.0,
442,5000,5,100,0.1,10,4,1.0,
443,5000,5,100,0.1,10,4,1.0,
444,5000,5,100,0.1,10,4,1.0,
445,5000,5,100,0.1,15,4,1.0,
446,5000,5,100,0.1,15,4,1.0,
447,5000,5,100,0.1,15,4,1.0,
448,5000,5,100,0.1,15,4,0.9134950923753837,
449,5000,5,100,0.1,15,4,1.0,
450,5000,5,500,0.02,5,4,1.0,
451,5000,5,500,0.02,5,4,0.7522509487938542,
452,5000,5,500,0.02,5,4,1.0,
453,5000,5,500,0.02,5,4,1.0,
454,5000,5,500,0.02,5,4,1.0,
455,5000,5,500,0.02,10,4,0.9174631572068098,
456,5000,5,500,0.02,10,4,1.0,
457,5000,5,500,0.02,10,4,1.0,
458,5000,5,500,0.02,10,4,1.0,
459,5000,5,500,0.02,10,4,1.0,
