,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy,error
21,1000,5,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s1/solution_0/B.csv'
22,1000,5,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s2/solution_0/B.csv'
23,1000,5,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p10_s3/solution_0/B.csv'
24,1000,5,100,0.05,10,4,0.1683420138888889,
25,1000,5,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s0/solution_0/B.csv'
26,1000,5,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s1/solution_0/B.csv'
27,1000,5,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s2/solution_0/B.csv'
28,1000,5,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s3/solution_0/B.csv'
29,1000,5,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.05_p15_s4/solution_0/B.csv'
30,1000,5,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s0/solution_0/B.csv'
31,1000,5,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s1/solution_0/B.csv'
32,1000,5,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s2/solution_0/B.csv'
33,1000,5,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s3/solution_0/B.csv'
34,1000,5,100,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p5_s4/solution_0/B.csv'
35,1000,5,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s0/solution_0/B.csv'
36,1000,5,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s1/solution_0/B.csv'
37,1000,5,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s2/solution_0/B.csv'
38,1000,5,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s3/solution_0/B.csv'
39,1000,5,100,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p10_s4/solution_0/B.csv'
40,1000,5,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s0/solution_0/B.csv'
41,1000,5,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s1/solution_0/B.csv'
42,1000,5,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s2/solution_0/B.csv'
43,1000,5,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s3/solution_0/B.csv'
44,1000,5,100,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size100_cov0.1_p15_s4/solution_0/B.csv'
45,1000,5,500,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s0/solution_0/B.csv'
46,1000,5,500,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s1/solution_0/B.csv'
47,1000,5,500,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p5_s2/solution_0/B.csv'
48,1000,5,500,0.02,5,4,0.6309987296881122,
49,1000,5,500,0.02,5,4,0.4245563194625679,
50,1000,5,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s0/solution_0/B.csv'
51,1000,5,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s1/solution_0/B.csv'
52,1000,5,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s2/solution_0/B.csv'
53,1000,5,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s3/solution_0/B.csv'
54,1000,5,500,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p10_s4/solution_0/B.csv'
55,1000,5,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p15_s0/solution_0/B.csv'
56,1000,5,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p15_s1/solution_0/B.csv'
57,1000,5,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p15_s2/solution_0/B.csv'
58,1000,5,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p15_s3/solution_0/B.csv'
59,1000,5,500,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.02_p15_s4/solution_0/B.csv'
60,1000,5,500,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p5_s0/solution_0/B.csv'
61,1000,5,500,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p5_s1/solution_0/B.csv'
62,1000,5,500,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p5_s2/solution_0/B.csv'
63,1000,5,500,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p5_s3/solution_0/B.csv'
64,1000,5,500,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p5_s4/solution_0/B.csv'
65,1000,5,500,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p10_s0/solution_0/B.csv'
66,1000,5,500,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p10_s1/solution_0/B.csv'
67,1000,5,500,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p10_s2/solution_0/B.csv'
68,1000,5,500,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p10_s3/solution_0/B.csv'
69,1000,5,500,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p10_s4/solution_0/B.csv'
70,1000,5,500,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p15_s0/solution_0/B.csv'
71,1000,5,500,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p15_s1/solution_0/B.csv'
72,1000,5,500,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p15_s2/solution_0/B.csv'
73,1000,5,500,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p15_s3/solution_0/B.csv'
74,1000,5,500,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.05_p15_s4/solution_0/B.csv'
75,1000,5,500,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p5_s0/solution_0/B.csv'
76,1000,5,500,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p5_s1/solution_0/B.csv'
77,1000,5,500,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p5_s2/solution_0/B.csv'
78,1000,5,500,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p5_s3/solution_0/B.csv'
79,1000,5,500,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p5_s4/solution_0/B.csv'
80,1000,5,500,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p10_s0/solution_0/B.csv'
81,1000,5,500,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p10_s1/solution_0/B.csv'
82,1000,5,500,0.1,10,4,0.7798697352563514,
83,1000,5,500,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p10_s3/solution_0/B.csv'
84,1000,5,500,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p10_s4/solution_0/B.csv'
85,1000,5,500,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p15_s0/solution_0/B.csv'
86,1000,5,500,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p15_s1/solution_0/B.csv'
87,1000,5,500,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p15_s2/solution_0/B.csv'
88,1000,5,500,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p15_s3/solution_0/B.csv'
89,1000,5,500,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size500_cov0.1_p15_s4/solution_0/B.csv'
90,1000,5,1000,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p5_s0/solution_0/B.csv'
91,1000,5,1000,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p5_s1/solution_0/B.csv'
92,1000,5,1000,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p5_s2/solution_0/B.csv'
93,1000,5,1000,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p5_s3/solution_0/B.csv'
94,1000,5,1000,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p5_s4/solution_0/B.csv'
95,1000,5,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p10_s0/solution_0/B.csv'
96,1000,5,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p10_s1/solution_0/B.csv'
97,1000,5,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p10_s2/solution_0/B.csv'
98,1000,5,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p10_s3/solution_0/B.csv'
99,1000,5,1000,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p10_s4/solution_0/B.csv'
100,1000,5,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p15_s0/solution_0/B.csv'
101,1000,5,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p15_s1/solution_0/B.csv'
102,1000,5,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p15_s2/solution_0/B.csv'
103,1000,5,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p15_s3/solution_0/B.csv'
104,1000,5,1000,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.02_p15_s4/solution_0/B.csv'
105,1000,5,1000,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p5_s0/solution_0/B.csv'
106,1000,5,1000,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p5_s1/solution_0/B.csv'
107,1000,5,1000,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p5_s2/solution_0/B.csv'
108,1000,5,1000,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p5_s3/solution_0/B.csv'
109,1000,5,1000,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p5_s4/solution_0/B.csv'
110,1000,5,1000,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p10_s0/solution_0/B.csv'
111,1000,5,1000,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p10_s1/solution_0/B.csv'
112,1000,5,1000,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p10_s2/solution_0/B.csv'
113,1000,5,1000,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p10_s3/solution_0/B.csv'
114,1000,5,1000,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p10_s4/solution_0/B.csv'
115,1000,5,1000,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p15_s0/solution_0/B.csv'
116,1000,5,1000,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p15_s1/solution_0/B.csv'
117,1000,5,1000,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p15_s2/solution_0/B.csv'
118,1000,5,1000,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p15_s3/solution_0/B.csv'
119,1000,5,1000,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.05_p15_s4/solution_0/B.csv'
120,1000,5,1000,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p5_s0/solution_0/B.csv'
121,1000,5,1000,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p5_s1/solution_0/B.csv'
122,1000,5,1000,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p5_s2/solution_0/B.csv'
123,1000,5,1000,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p5_s3/solution_0/B.csv'
124,1000,5,1000,0.1,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p5_s4/solution_0/B.csv'
125,1000,5,1000,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p10_s0/solution_0/B.csv'
126,1000,5,1000,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p10_s1/solution_0/B.csv'
127,1000,5,1000,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p10_s2/solution_0/B.csv'
128,1000,5,1000,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p10_s3/solution_0/B.csv'
129,1000,5,1000,0.1,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p10_s4/solution_0/B.csv'
130,1000,5,1000,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p15_s0/solution_0/B.csv'
131,1000,5,1000,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p15_s1/solution_0/B.csv'
132,1000,5,1000,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p15_s2/solution_0/B.csv'
133,1000,5,1000,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p15_s3/solution_0/B.csv'
134,1000,5,1000,0.1,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m5_size1000_cov0.1_p15_s4/solution_0/B.csv'
135,1000,10,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s0/solution_0/B.csv'
136,1000,10,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s1/solution_0/B.csv'
137,1000,10,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s2/solution_0/B.csv'
138,1000,10,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s3/solution_0/B.csv'
139,1000,10,100,0.02,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p5_s4/solution_0/B.csv'
140,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s0/solution_0/B.csv'
141,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s1/solution_0/B.csv'
142,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s2/solution_0/B.csv'
143,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s3/solution_0/B.csv'
144,1000,10,100,0.02,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p10_s4/solution_0/B.csv'
145,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s0/solution_0/B.csv'
146,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s1/solution_0/B.csv'
147,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s2/solution_0/B.csv'
148,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s3/solution_0/B.csv'
149,1000,10,100,0.02,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.02_p15_s4/solution_0/B.csv'
150,1000,10,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s0/solution_0/B.csv'
151,1000,10,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s1/solution_0/B.csv'
152,1000,10,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s2/solution_0/B.csv'
153,1000,10,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s3/solution_0/B.csv'
154,1000,10,100,0.05,5,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p5_s4/solution_0/B.csv'
155,1000,10,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s0/solution_0/B.csv'
156,1000,10,100,0.05,10,4,,Target 5 is not in G
157,1000,10,100,0.05,10,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p10_s2/solution_0/B.csv'
158,1000,10,100,0.05,10,4,,Target 5 is not in G
159,1000,10,100,0.05,10,4,,Target 5 is not in G
160,1000,10,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s0/solution_0/B.csv'
161,1000,10,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s1/solution_0/B.csv'
162,1000,10,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s2/solution_0/B.csv'
163,1000,10,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s3/solution_0/B.csv'
164,1000,10,100,0.05,15,4,,[Errno 2] No such file or directory: '../data/simulation/scope_output_kmeans_known_k/n1000_m10_size100_cov0.05_p15_s4/solution_0/B.csv'
