cell,cluster
482,3
505,3
208,3
760,3
194,3
586,3
564,3
535,3
222,3
329,3
709,3
387,3
166,3
676,3
815,3
866,3
85,3
828,3
221,3
677,3
887,3
923,3
459,3
628,3
534,3
373,3
977,3
405,3
764,3
233,3
566,3
491,3
823,3
489,3
46,3
6,3
122,3
987,3
56,3
392,3
414,3
708,3
240,3
532,3
561,3
128,3
867,3
857,4
585,4
800,4
198,4
55,4
697,4
105,4
161,4
314,4
622,4
356,4
530,4
60,4
192,4
402,4
958,4
647,4
339,4
590,4
655,4
563,4
754,4
497,4
551,4
946,4
730,4
720,4
174,4
688,4
687,4
806,4
1017,4
589,4
548,4
90,4
763,4
190,4
614,4
786,4
362,4
48,4
146,4
343,4
780,4
967,4
62,4
185,4
249,4
673,4
577,4
903,4
554,5
188,5
350,5
734,5
456,5
447,5
1012,5
516,5
740,5
52,5
277,5
463,5
458,5
707,5
1001,5
683,5
63,5
663,5
650,5
375,5
333,5
592,5
517,5
638,5
428,5
694,5
448,5
774,5
718,5
710,5
739,5
149,5
808,5
1014,5
10,5
478,5
27,5
18,5
264,5
158,5
737,5
297,5
371,5
203,5
451,6
445,6
914,6
152,6
912,6
966,6
721,6
35,6
410,6
680,6
457,6
436,6
320,6
446,6
376,6
115,6
234,6
840,6
477,6
921,6
968,6
125,6
218,6
507,6
872,6
621,6
435,6
468,6
328,6
140,6
767,6
308,6
67,6
713,6
1009,6
992,6
170,6
315,6
225,6
231,6
75,6
291,6
689,6
727,6
265,7
879,7
765,7
124,7
567,7
349,7
1000,7
633,7
210,7
114,7
715,7
646,7
499,7
71,7
821,7
863,7
528,7
634,7
336,7
926,7
163,7
480,7
928,7
537,7
799,7
212,7
360,7
954,7
460,8
790,8
791,8
59,8
142,8
186,8
699,8
825,8
913,8
785,8
70,8
986,8
842,8
69,8
570,8
160,8
296,8
351,8
66,8
691,8
878,8
391,8
137,8
911,8
470,8
623,8
635,8
584,8
302,8
77,8
379,8
404,8
989,8
53,8
858,8
395,8
423,8
260,8
770,8
559,8
272,8
944,8
39,8
902,8
856,8
243,8
103,8
884,8
292,8
503,8
595,8
600,8
502,8
176,8
168,8
959,8
753,8
578,8
238,8
262,8
904,8
588,8
442,8
263,8
674,8
107,8
931,8
332,8
87,8
44,8
969,8
357,8
625,8
918,8
141,8
462,8
742,8
538,8
304,8
300,8
434,8
31,8
147,8
374,8
256,8
901,8
79,8
290,8
761,8
827,8
945,8
685,8
712,8
440,8
1020,8
131,8
484,8
725,8
792,8
479,8
889,8
952,8
569,8
368,8
179,8
323,8
17,8
864,8
1015,8
116,8
653,8
597,8
669,8
738,8
830,8
690,8
748,8
80,8
524,8
180,8
714,8
365,8
749,8
504,8
345,8
994,8
257,8
134,8
940,8
86,8
927,8
366,8
701,8
845,8
526,8
412,8
549,8
258,8
36,8
369,8
7,8
155,8
571,8
274,8
487,8
814,8
331,8
631,8
695,8
807,8
472,8
285,8
512,8
932,8
596,8
252,8
627,8
492,8
408,8
970,8
643,8
0,8
591,8
121,8
37,8
381,8
226,8
957,8
939,8
759,8
288,9
246,9
430,9
660,9
665,9
719,9
657,9
273,9
636,9
525,9
270,9
796,9
539,9
301,9
853,9
639,9
490,9
671,9
138,9
113,9
154,9
935,9
541,9
978,9
109,9
779,9
991,9
717,9
12,9
816,9
630,9
917,9
950,9
1007,9
576,9
227,9
